10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,0,1,1,1,1,1,1,1,1,1,1,17,0,1,1,1,17,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,15,17,17,17,17,17,17,17,17,17,17,17,15,17,17,17,17,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,15,17,17,17,17,17,17,17,17,17,17,17,15,17,17,17,17,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,15,17,17,17,17,17,17,17,17,17,17,17,15,17,17,17,17,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,15,17,17,17,17,17,17,17,17,17,17,1,17,17,17,17,17,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,15,17,17,17,17,17,17,17,17,17,17,17,15,17,17,17,1,1,1,1,17,10,10,10,10,10,10,10,10,10
10,10,10,15,17,17,17,17,17,17,17,17,17,17,17,15,17,17,17,17,17,17,17,17,10,10,10,10,10,10,10,10,10
10,10,10,0,1,1,1,1,1,17,0,1,1,1,17,15,17,17,17,17,17,17,17,17,10,10,10,10,10,10,10,10,10
10,10,10,15,17,17,17,17,17,17,15,17,17,17,17,15,17,17,17,17,17,17,17,17,10,10,10,10,10,10,10,10,10
10,10,10,15,17,17,17,17,17,17,15,17,17,17,17,15,17,17,17,17,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,15,17,17,17,17,17,17,17,17,17,17,17,15,17,17,17,17,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,15,17,17,17,17,17,1,1,17,17,1,1,2,17,17,17,17,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,0,1,1,1,1,1,1,1,1,1,1,1,0,1,17,17,1,17,0,1,1,1,1,1,1,1,1,10,10,10
10,10,10,15,17,17,17,17,17,17,17,17,17,17,17,15,17,17,17,17,17,15,17,17,17,17,17,17,17,17,10,10,10
10,10,15,15,17,17,17,17,17,17,17,17,17,17,1,2,17,17,17,17,1,2,17,17,17,17,17,17,17,17,10,10,10
10,10,10,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,10,10
10,10,10,15,17,17,17,17,17,17,17,17,17,17,17,15,17,17,17,17,17,15,17,17,17,17,17,17,17,17,10,10,10
10,10,10,15,17,17,17,17,17,17,17,17,17,17,17,15,17,17,17,17,17,15,17,17,17,17,17,17,17,17,10,10,10
10,10,10,15,17,17,17,17,17,17,17,17,17,17,17,15,17,17,17,17,17,15,17,17,17,17,17,17,17,17,10,10,10
10,10,10,15,17,17,17,17,17,17,17,17,17,17,17,15,17,17,17,17,17,15,17,17,17,17,17,17,17,17,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,17,17,17,17,17,15,17,17,17,17,17,17,17,17,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,17,17,17,17,1,1,1,1,1,1,1,1,1,1,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,17,17,17,17,17,17,146,149,147,17,17,17,17,17,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,161,164,162,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,176,179,177,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
